certificate,game,esrb_rating,platform_name,company
"10028364","Minecraft Story Mode: The Last Place You Look","E10plus","PlayStation 3, PlayStation 4, Xbox 360, Xbox One","Telltale Games"
"34169","Zombie Vikings: Ragnarök Edition","T","PlayStation 4","Rising Star Games"
"34134","Mario Tennis Ultra Smash","E","Wii U","Nintendo"
"34151","Pokemon Super Mystery Dungeon","E","Nintendo 3DS","Nintendo"
"10025300","Family Fishing","E","Nintendo 3DS","Aksys Games"
"10026087","I Love My Pony","E","Nintendo 3DS","Bigben Interactive"
"10026044","Lucentek - Activate","E10plus","Wii U","Joe Lucente"
"10021164","Totem Topple","E","Wii U","Crystalline Green Ltd."
"10025864","Typoman","E10plus","PlayStation 4, Wii U, Xbox One","Headup Games"
"34215","Football Manager 2016","E","Linux, Macintosh, Windows PC","SEGA"
"34146","Animal Crossing: amiibo Festival","E","Wii U","Nintendo"
"34099","Barbie and Her Sisters Puppy Rescue","E","Wii","Little Orbit"
"10027916","Dreamals","E","PlayStation 4","XINESS Co., Ltd."
"10028099","Game Of Thrones: Episode 6 - The Ice Dragon","M","PlayStation 3, PlayStation 4, Xbox 360, Xbox One","Telltale Games"
"10012819","HTR+ Slot Car Simulation","E","PS Vita","QUByte Interactive"
"10023087","Knight Squad","T","Xbox One","Chainsawesome Games"
"33978","Kung Fu Panda Showdown of Legendary Legends","E10plus","Nintendo 3DS","Little Orbit"
"33980","Kung Fu Panda Showdown of Legendary Legends","E10plus","Windows PC, PlayStation 4, Xbox One","Little Orbit"
"33979","Kung Fu Panda: Showdown of Legendary Legends","E10plus","PlayStation 3, Wii U, Xbox 360","Little Orbit"
"34175","Star Wars Bounty Hunter","T","PlayStation 4","Disney Interactive Studios"
"34174","Star Wars Jedi Starfighter","T","PlayStation 4","Disney Interactive Studios"
"34173","Star Wars Racer Revenge","E","PlayStation 4","Disney Interactive Studios"
"34144","Game of Thrones: a Telltale Games Series","M","PlayStation 3, Xbox 360","Telltale Games"
"34147","Game of Thrones: a Telltale Games Series","M","PlayStation 4, Xbox One","Telltale Games"
"34209","Grand Theft Auto: San Andreas","M","PlayStation 3","Rockstar Games"
"34229","Summon Night 5","T","PSP","Gaijinworks"
"34233","Brunswick Pro Bowling","E","Wii U","Alliance Digital Media"
"34232","PROJECT X ZONE 2","T","Nintendo 3DS","BANDAI NAMCO Entertainment America Inc."
"34238","Divinity: Original Sin - Enhanced Edition","M","Windows PC","Larian Studios Games Ltd."
"10026915","Spelunker World","E","PlayStation 4","SQUARE ENIX Co., LTD."
"10023597","Girls Like Robots","E10plus","Wii U","Popcannibal"
"10025423","Horse Life 4","E","Nintendo 3DS","Koch Media GmbH"
"10025614","Johnny's Payday Panic","E","Nintendo 3DS","Office Create Corp."
"10026584","Nintendo Badge Arcade","E","Nintendo 3DS","Nintendo"
"10024527","Test Your Mind","E","Wii U","XenoHorizon LLC"
"10028361","Toki Tori 3D","E","Nintendo 3DS","Two Tribes Publishing B.V."
"10025756","Word Party","E","Wii U","Lightwood Games"
"10027258","Arcade Archives Super Dodge Ball","E10plus","PlayStation 4","HAMSTER Corporation"
"34116","Deadpool","M","PlayStation 4, Xbox One","Activision-Blizzard"
"10026395","Kromaia O","E10plus","PlayStation 4","Rising Star Games"
"10025841","Phineas &amp; Ferb: Day of Doofenshmirtz","E10plus","PS Vita","Sony Computer Entertainment Inc."
"34057","Rise of the Tomb Raider","M","Xbox One","Microsoft"
"34105","Rise of the Tomb Raider","M","Xbox 360","Microsoft"
"10024691","SkyScrappers","T","PlayStation 4","Ground Shatter Ltd."
"34187","The Sims&#8482; 4 Get Together","T","Macintosh, Windows PC","Electronic Arts"
"34193","Kromaia O","E10plus","PlayStation 4","Rising Star Games"
"34050","Yo-Kai Watch","E10plus","Nintendo 3DS","Nintendo"
"10027300","Christmas Adventure of Rocket Penguin","E","Wii U","Gyokeres Vilmos"
"10025899","Electronic Super Joy","E10plus","Wii U","Broken Rules "
"10017195","Stinger","E","Wii U","Konami Digital Entertainment"
"34259","The Sims&#8482; 4 Cool Kitchen Stuff","T","Macintosh, Windows PC","Electronic Arts"
"34258","The Sims&#8482; 4 Luxury Party Stuff","T","Macintosh, Windows PC","Electronic Arts"
"34256","The Sims&#8482; 4 Outdoor Retreat","T","Macintosh, Windows PC, PlayStation 4, Xbox One","Electronic Arts"
"34257","The Sims&#8482; 4 Perfect Patio Stuff","T","Macintosh, Windows PC, PlayStation 4, Xbox One","Electronic Arts"
"34260","The Sims&#8482; 4 Spa Day","T","Macintosh, Windows PC","Electronic Arts"
"34011","WRC 5 FIA World Rally Championship","E","Windows PC, PlayStation 4, Xbox One","Bigben Interactive"
"34012","WRC 5 FIA World Rally Championship","E","PlayStation 3, PS Vita, Xbox 360","Bigben Interactive"
"34230","Super Star Wars","E","PlayStation 4","Disney Interactive Studios"
"34217","Mystery Masters: Carnival of Crime - Collector's Edition","T","Windows PC","Encore Software"
"34220","MotoGP 15","E10plus","Windows PC, PlayStation 4, Xbox One","BANDAI NAMCO Entertainment America Inc."
"10027254","Arcade Archives Ikki","E10plus","PlayStation 4","HAMSTER Corporation"
"10020006","Dragon Fin Soup","T","PlayStation 3, PlayStation 4, PS Vita","Grimm Bros, LLC"
"10022291","Poncho","E","PlayStation 4, Wii U","Rising Star Games"
"34095","Barbie and Her Sisters Puppy Rescue","E","Windows PC, PlayStation 3, Wii U, Xbox 360","Little Orbit"
"34107","Barbie and Her Sisters Puppy Rescue","E","Nintendo 3DS","Little Orbit"
"34186","Call of Duty: Black Ops III ","M","PlayStation 3, Xbox 360","Activision-Blizzard"
"34244","Tomba 2","E","PlayStation 3, PS Vita, PSP","Sony Computer Entertainment America"
"34192","Street Fighter 5","T","Windows PC, PlayStation 4","CAPCOM USA, INC."
"34218","Brunswick Pro Bowling","E","PlayStation 4, Xbox One","Alliance Digital Media"
"34212","Earth Defense Force 4.1: The Shadow of New Despair","M","PlayStation 4","XSEED JKS, Inc."
"34158","IGT Slots: Game of the Gods","T","Macintosh, Windows PC","Masque Publishing"
"34213","Mega Man Legacy Collection","E","Nintendo 3DS","CAPCOM USA, INC."
"34211","Earth Defense Force 2: Invaders From Planet Space","T","PS Vita","XSEED JKS, Inc."
"10018288","The Legend of Heroes: Trails in the Sky Second Chapter","T","PS Vita, PSP","XSEED JKS, Inc."
"10025337","Human Resource Machine","E10plus","Wii U","Tomorrow Corporation"
"10025060","PictoParty","E","Wii U","Retroid Interactive AB"
"10023672","River City Super Sports Challenge ~All Star Special~","E10plus","PlayStation 3","H2 Interactive Co., Ltd."
"10027260","Arcade Archives Ninja-Kid II","E","PlayStation 4","HAMSTER Corporation"
"10027603","Minecraft Story Mode: Assembly Required","E10plus","PlayStation 3, PlayStation 4","Telltale Games"
"34194","Dovetail Games Fishing","E","Linux, Macintosh, Windows PC, Xbox One","RailSimulator.com "
"34201","Sable Maze: Forbidden Garden &amp; Sable Maze: Twelve Fears","E10plus","Windows PC","Activision-Blizzard"
"34185","Play! Simulations 101","T","Windows PC","Encore Software"
"10027556","Layers of Fear","M","Xbox One","Bloober Team SA"
"34084","The Legend of Zelda: Tri Force Heroes","E","Nintendo 3DS","Nintendo"
"34180","Goosebumps: The Game","E10plus","Windows PC","GameMill Entertainment"
"10027188","Ascent of Kings","E10plus","Wii U","Nostatic Software, LLC"
"10024130","COLOR BOMBS","E","Wii U","RCMADIAX LLC"
"10024563","Cutie Pets Pick Berries","E","Wii U","Yazar Media Group LLC"
"10025836","Fatal Frame: Maiden of Black Water","M","Wii U","Nintendo"
"10025548","Gunslugs 2","T","Nintendo 3DS","Engine Software"
"10014368","Wizdom","E","Nintendo 3DS","Moving Player"
"34188","Need For Speed","T","Windows PC, PlayStation 4, Xbox One","Electronic Arts"
"10023726","Arcade Archives Cosmo Police Galivan","E10plus","PlayStation 4","HAMSTER Corporation"
"10009368","FORCED","T","PlayStation 4, Xbox One","BetaDwarf Entertainment"
"33896","Gravity Rush&#8482; Remastered","T","PlayStation 4","Sony Computer Entertainment America"
"10027130","Life is Strange Episode 5","M","PlayStation 3, PlayStation 4, Xbox 360, Xbox One","SQUARE ENIX Co., LTD."
"10022968","Organ Trail Complete Edition","T","PlayStation 4, PS Vita","The Men Who Wear Many Hats"
"10022411","Overlord: Fellowship of Evil","T","PlayStation 4, Xbox One","Codemasters"
"10025341","Pocket God vs Desert Ashes ","E10plus","PlayStation 4, PS Vita","Nine Tales Digital"
"10026702","Primal Carnage: Extinction","T","PlayStation 4","Panic Button, LLC"
"34166","Shooter Starfighter Sanvein","E","PlayStation 3, PS Vita, PSP","Sony Computer Entertainment America"
"34165","Street Racquetball","E","PlayStation 3, PS Vita, PSP","Sony Computer Entertainment America"
"10027193","Tales from the Borderlands: Ep 5 - The Vault of the Traveler","M","PlayStation 3, PlayStation 4, Xbox 360, Xbox One","Telltale Games"
"34137","Legends of Deception","T","Windows PC","On Hand Software"
"34196","Alien: Isolation","M","Linux, Macintosh","Feral Interactive Limited"
"34148","The Jackbox Party Pack","T","PlayStation 4, Xbox One","Telltale Games"
"34143","The Jackbox Party Pack","T","PlayStation 3, Xbox 360","Telltale Games"
"34182","Hidden Object Classic Fantasies","T","Windows PC","Tri Synergy Inc."
"10027245","Arcade Archives CRAZY CLIMBER2","T","PlayStation 4","HAMSTER Corporation"
"34119","Call of Duty: Black Ops III","M","Windows PC, PlayStation 4, Xbox One","Activision-Blizzard"
"10023462","Momonga Pinball Adventures","E","Wii U","Paladin Studios"
"10025626","Ninja Strike: Dangerous Dash","E10plus","Wii U","Natsume Inc."
"10023931","Rakoo &amp; Friends","E","Wii U","Moving Player"
"34065","Shovel Knight","E","PlayStation 4, Xbox One","Yacht Club Games"
"34066","Shovel Knight","E","PS Vita, Wii U","Yacht Club Games"
"34067","Shovel Knight","E","Nintendo 3DS","Yacht Club Games"
"10017023","SmileBASIC","E","Nintendo 3DS","SmileBoom Co.Ltd."
"10026535","The Magic Hammer","E","Nintendo 3DS","Wobbly Tooth Ltd"
"34179","Moco Moco Friends","E","Nintendo 3DS","Aksys Games Localization, Inc."
"34191","World of Tanks on PlayStation 4","T","PlayStation 4","Wargaming.net"
"34106","Back to the Future: The Game","T","PlayStation 4, Xbox One","Telltale Games"
"10023744","Bedlam the Game by Christopher Brookmyre","M","PlayStation 4, Xbox One","Vision Games Publishing"
"10025410","Goosebumps: The Game","E10plus","PlayStation 3, PlayStation 4, Xbox 360, Xbox One","GameMill Entertainment"
"34128","Guitar Hero Live","T","iOS, Mobile Phone","Activision-Blizzard"
"10026418","Minecraft Story Mode: The Order of the Stone","E10plus","PlayStation 3, PlayStation 4, Wii U, Xbox 360, Xbox One","Telltale Games"
"10025760","One Upon Light","E10plus","PlayStation 4","Rising Star Games"
"10025376","Super Blackout","E","PS Vita","Fordesoft, LLC"
"34162","Tecmo's Deception: Invitation to Darkness","T","PlayStation 3, PS Vita, PSP","Sony Computer Entertainment America"
"10026048","The Jackbox Party Pack 2","T","Nintendo Switch, PlayStation 3, PlayStation 4, Xbox One","Jackbox Games, Inc."
"34235","Los Caballeros del Zodiaco: Alma De Soldados","T","PlayStation 3","BANDAI NAMCO Games America Inc."
"34236","Los Caballeros del Zodiaco: Alma De Soldados","T","Windows PC, PlayStation 4","BANDAI NAMCO Games America Inc."
"34181","Star Wars Battlefront","T","Windows PC, PlayStation 4, Xbox One","Electronic Arts"
"34168","Tony Hawk's Pro Skater 5","T","PlayStation 3, Xbox 360","Activision-Blizzard"
"10024626","Kaiju Panic","E10plus","Xbox One","Mechabit Ltd"
"10005079","River City Ransom","E10plus","Wii U","ArcSystemWorks Co,. Ltd."
"10024986","Three Fourths Home: Extended Edition","M","PlayStation 4, PS Vita, Xbox One","Digerati"
"34178","Minecraft: Story Mode - A Telltale Games Series","E10plus","PlayStation 3, Wii U, Xbox 360","Telltale Games"
"34177","Minecraft: Story Mode - A Telltale Games Series","E10plus","PlayStation 4, Xbox One","Telltale Games"
"10021218","3D Sonic the Hedgehog 2","E","Nintendo 3DS","Sega"
"10025323","Perpetual Blast","E","Wii U","Yiannos Efthymiou"
"10025474","Super Meat Boy","T","PlayStation 4, PS Vita","Team Meat"
"10019624","Teslapunk","E","Wii U, Xbox One","klutzGames"
"10027071","The Incredible Adventures of Van Helsing II","T","Windows PC, Xbox One","NeocoreGames"
"10027072","The Incredible Adventures of Van Helsing III","T","Windows PC, Xbox One","NeocoreGames"
"10010438","Onigiri","M","PlayStation 4","CyberStep Communications, Inc."
"34167","Racing","E","PlayStation 3, PS Vita, PSP","Sony Computer Entertainment America"
"34052","Rock Band 4","T","PlayStation 4, Xbox One","Harmonix Music Systems, Inc."
"34160","Star Sweep","E","PlayStation 3, PS Vita, PSP","Sony Computer Entertainment America"
"10023115","Polychromatic","E","Xbox One","Brushfire Games, LLC"
"34157","Anno 2205","E10plus","Windows PC","Ubisoft"
"34202","NASCAR '15 Victory Edition","E","Windows PC, PlayStation 3, Xbox 360","Dusenberry Martin Racing"
"34149","Hoyle Official Card Games Collection","E","Macintosh, Windows PC","Encore Software"
"34103","Train Simulator 2016","E","Windows PC","RailSimulator.com "
"10024377","Arcade Archives Shusse Ozumo","E10plus","PlayStation 4","HAMSTER Corporation"
"34189","Bridge to Another World: The Others","T","Windows PC","Activision-Blizzard"
"10025158","Chronus Arc","E10plus","Nintendo 3DS","KEMCO"
"10023324","Dynamite Fishing World Games","E10plus","PlayStation 4, Xbox One","www.handy-games.com GmbH"
"10009492","Freedom Planet","E10plus","PlayStation 4, Wii U","GalaxyTrail"
"10010066","Gemology","E","Wii U","Ben and Chuck Taylor Design Studios"
"34070","Just Dance 2016","E10plus","PlayStation 3, Wii U, Xbox 360","Ubisoft"
"34071","Just Dance 2016","E10plus","PlayStation 4, Xbox One","Ubisoft"
"34074","Just Dance 2016","E10plus","Wii","Ubisoft"
"34077","Just Dance Disney Party 2","E","Wii","Ubisoft"
"34056","PRO EVOLUTION SOCCER 2016","E","Windows PC, PlayStation 4, Xbox One","Konami Digital Entertainment"
"34060","PRO EVOLUTION SOCCER 2016","E","PlayStation 3, Xbox 360","Konami Digital Entertainment"
"34200","Sid Meier's Civilization Beyond Earth - Rising Tide","E10plus","Linux, Macintosh","Aspyr Media, Inc."
"10024828","The Rivers of Alice : Extended version","E","Wii U","Delirium Studios Evolution S.L."
"10025585","VoxelMaker","E","Wii U","Nostatic Software, LLC"
"34142","Norn9: Var Commons","T","PS Vita","Aksys Games Localization, Inc."
"34096","Farming Simulator 16","E","PS Vita","Focus Home Interactive"
"10020182","ORBIT","E","Xbox One","4Bit Games UB"
"34044","Sonic Boom: Fire &amp; Ice","E","Nintendo 3DS","SEGA"
"10024300","Standpoint","E","Xbox One","Unruly Attractions"
"10026696","The Escapists: The Walking Dead ","T","PlayStation 4, Xbox One","Team 17 Digital Limited"
"34171","Tiny Troopers Joint Ops : Zombie Edition","T","PlayStation 4","Play It"
"34170","World Poker Championship","T","PlayStation 4","Play It"
"10023469","Arcade Archives Mr.GOEMON","E","PlayStation 4","HAMSTER Corporation"
"10023489","Arcade Archives Karate Champ","E","PlayStation 4","HAMSTER Corporation"
"10024977","Dungeon Defenders 2","E10plus","PlayStation 4","Trendy Entertainment"
"10026578","Gem Legends","E","PS Vita","8floor"
"10026911","Journey Collector's Edition","E","PlayStation 4","Sony Computer Entertainment Inc."
"34164","Mega Man Legends","E","PlayStation 3, PS Vita, PSP","Sony Computer Entertainment America"
"34045","Persona 4: Dancing All Night","T","PS Vita","Atlus USA, Inc."
"10016985","Prismatic Solid","E","PlayStation 4","Active Gaming Media, Inc."
"10025093","SAMURAI WARRIORS 4-II","T","PlayStation 4","KOEI TECMO America Corporation"
"10025311","Thief Town","E10plus","PlayStation 4","Glass Knuckle Games"
"10018798","Toto Temple Deluxe","E","PlayStation 4, Wii U, Xbox One","Juicy Beast Studio LTD"
"34140","Just Cause 3","M","Windows PC, PlayStation 4, Xbox One","Square Enix, Inc"
"34135","Snoopy's Grand Adventure","E","PlayStation 4, Xbox One","Activision-Blizzard"
"33982","Animal Crossing: Happy Home Designer","E","Nintendo 3DS","Nintendo"
"34040","Ether One","E10plus","Windows PC, PlayStation 4","SOEDESCO Publishing"
"10023150","Fermi's Path","E","Xbox One","GameArt Studio GmbH"
"34043","Grand Ages: Medieval","T","Linux, Macintosh, Windows PC, PlayStation 4","Kalypso Media USA Inc."
"10018911","Guns, Gore and Cannoli","T","PlayStation 4, Xbox One","Crazy Monkey Studios BVBA"
"34150","The Witcher 3: Wild Hunt - Hearts of Stone","M","Windows PC, PlayStation 4, Xbox One","Warner Bros."
"10024615","Hold Your Fire - A Game About Responsibility","E10plus","Wii U","Alkterios Games LLC"
"10024217","Job the Leprechaun","E","Wii U","Herrero Games"
"34132","Code: Realize ~Guardian of Rebirth~","T","PS Vita","Aksys Games Localization, Inc."
"34131","WMS Slots: Alice &amp; The Mad Tea Party","T","Windows PC","Phantom EFX, Inc."
"34123","MX vs. ATV Supercross Encore","E","Windows PC, PlayStation 4, Xbox One","Nordic Games GmbH"
"10018933","Extreme Exorcism","E10plus","PlayStation 3, PlayStation 4, Wii U, Xbox One","Ripstone LTD."
"10023745","Afro Samurai 2: Revenge of Kuma Volume 1","M","PlayStation 4","Versus Evil LLC"
"10026102","Battle Trivia Knockout","E","PlayStation 3, PlayStation 4","Happy Dance Games Inc."
"34161","Crossroad Crisis","E","PlayStation 3, PS Vita, PSP","Sony Computer Entertainment America"
"10019243","Heroes of Loot","E","PS Vita","Abstraction Games B.V."
"10017969","Laserlife","E","PlayStation 4, Xbox One","Choice Provisions"
"10023895","Mahjong Carnival","E","PS Vita","8floor"
"10022759","Penarium","T","PlayStation 4, Xbox One","Team 17 Digital Limited"
"10021131","Rally Copters","E","PlayStation 4, PS Vita","Depth First Games"
"34159","Shooter Space Shot","E","PlayStation 3, PS Vita, PSP","Sony Computer Entertainment America"
"10023188","SOMA","M","PlayStation 4, Xbox One","Frictional Games AB"
"34059","Tony Hawk's Pro Skater 5","T","PlayStation 4, Xbox One","Activision-Blizzard"
"10023174","Deathtrap","T","Windows PC","NeocoreGames"
"10022994","The Incredible Adventures of Van Helsing","T","Windows PC, Xbox One","NeocoreGames"
"34130","Sword Art Online: Lost Song","T","PS Vita","BANDAI NAMCO Entertainment America Inc."
"34139","Company of Heroes 2","M","Linux, Macintosh","Feral Interactive Limited"
"34124","Mega Man Legacy Collection","E","Windows PC, PlayStation 4, Xbox One","CAPCOM USA, INC."
"34126","Sword Art Online: Lost Song","T","PlayStation 4","BANDAI NAMCO Entertainment America Inc."
